OP,GPU_num,GPU_used,data_size(B),Bandwidth(GB/s)
all_reduce_perf,5,01346,16777216,229.05
all_reduce_perf,5,01347,16777216,228.18
all_reduce_perf,5,01356,16777216,228.03
all_reduce_perf,5,01357,16777216,228.48
all_reduce_perf,5,01367,16777216,227.47
all_reduce_perf,5,01456,16777216,229.02
all_reduce_perf,5,01457,16777216,227.62
all_reduce_perf,5,01467,16777216,228.38
all_reduce_perf,5,01567,16777216,228.24
all_reduce_perf,5,02345,16777216,229.77
all_reduce_perf,5,02346,16777216,228.05
all_reduce_perf,5,02347,16777216,227.38
all_reduce_perf,5,02356,16777216,229.12
all_reduce_perf,5,02357,16777216,230.08
all_reduce_perf,5,02367,16777216,228.05
all_reduce_perf,5,02456,16777216,227.77
all_reduce_perf,5,02457,16777216,229.40
all_reduce_perf,5,02467,16777216,228.54
all_reduce_perf,5,02567,16777216,228.70
all_reduce_perf,5,03456,16777216,229.34
all_reduce_perf,5,03457,16777216,229.59
all_reduce_perf,5,03467,16777216,228.95
all_reduce_perf,5,03567,16777216,229.18
all_reduce_perf,5,04567,16777216,228.02
all_reduce_perf,5,12345,16777216,229.81
all_reduce_perf,5,12346,16777216,229.48
all_reduce_perf,5,12347,16777216,229.73
all_reduce_perf,5,12356,16777216,229.44
all_reduce_perf,5,12357,16777216,228.89
all_reduce_perf,5,12367,16777216,228.26
all_reduce_perf,5,12456,16777216,228.62
all_reduce_perf,5,12457,16777216,228.97
all_reduce_perf,5,12467,16777216,227.83
all_reduce_perf,5,12567,16777216,229.48
all_reduce_perf,5,13456,16777216,228.53
all_reduce_perf,5,13457,16777216,228.95
all_reduce_perf,5,13467,16777216,228.53
all_reduce_perf,5,13567,16777216,230.97
all_reduce_perf,5,14567,16777216,228.71
all_reduce_perf,5,23456,16777216,229.04
all_reduce_perf,5,23457,16777216,228.97
all_reduce_perf,5,23467,16777216,228.23
all_reduce_perf,5,23567,16777216,228.25
all_reduce_perf,5,24567,16777216,228.96
all_reduce_perf,5,34567,16777216,230.35
all_reduce_perf,6,012345,16777216,230.03
all_reduce_perf,6,012346,16777216,230.16
all_reduce_perf,6,012347,16777216,229.79
all_reduce_perf,6,012356,16777216,230.59
all_reduce_perf,6,012357,16777216,229.07
all_reduce_perf,6,012367,16777216,229.26
all_reduce_perf,6,012456,16777216,230.28
all_reduce_perf,6,012457,16777216,228.60
all_reduce_perf,6,012467,16777216,229.64
all_reduce_perf,6,012567,16777216,228.19
all_reduce_perf,6,013456,16777216,231.54
all_reduce_perf,6,013457,16777216,229.91
all_reduce_perf,6,013467,16777216,228.92
all_reduce_perf,6,013567,16777216,228.67
all_reduce_perf,6,014567,16777216,228.59
all_reduce_perf,6,023456,16777216,230.39
all_reduce_perf,6,023457,16777216,230.38
all_reduce_perf,6,023467,16777216,228.45
all_reduce_perf,6,023567,16777216,228.88
all_reduce_perf,6,024567,16777216,229.10
all_reduce_perf,6,034567,16777216,231.67
all_reduce_perf,6,123456,16777216,231.89
all_reduce_perf,6,123457,16777216,229.82
all_reduce_perf,6,123467,16777216,229.30
all_reduce_perf,6,123567,16777216,228.69
all_reduce_perf,6,124567,16777216,227.94
all_reduce_perf,6,134567,16777216,228.68
all_reduce_perf,6,234567,16777216,229.97
all_reduce_perf,7,0123456,16777216,233.82
all_reduce_perf,7,0123457,16777216,233.36
all_reduce_perf,7,0123467,16777216,234.32
all_reduce_perf,7,0123567,16777216,232.84
all_reduce_perf,7,0124567,16777216,233.91
all_reduce_perf,7,0134567,16777216,232.96
all_reduce_perf,7,0234567,16777216,232.70
all_reduce_perf,7,1234567,16777216,234.05
all_reduce_perf,8,01234567,16777216,234.80
